split_index,seed_index,noise_seed,n_train,n_test,rand_pr_auc,pair_pr_auc,hyper_pr_auc,rand__rand_0,rand__rand_1,rand__rand_2,rand__rand_3,pair__pair_Degree,pair__pair_LocalClustCoeff,pair__pair_TriangleCount,pair__pair_AvgNeighborDegree,pair__rand_0,pair__rand_1,pair__rand_2,pair__rand_3,hyper__base_Degree,hyper__base_LocalClustCoeff,hyper__base_TriangleCount,hyper__base_UniquePartners,hyper__base_AvgNeighbourDegree,hyper__protein_MedianUniqueRatio,hyper__protein_RangeUniqueRatio,hyper__protein_MedComplexNodes,hyper__protein_RangeComplexNodes,hyper__rand_0,hyper__rand_1,hyper__rand_2,hyper__rand_3
1,0,1042,3986,1068,0.19033812222490382,0.3029161247826453,0.36339714859453537,-0.002544135762124017,0.01608176527002351,0.005752400158442755,0.013719275244682746,0.032991515431219455,0.012892106850041052,0.05614527917922838,0.04030054058374183,-0.002218557385481579,-0.0008424166576645909,0.002297622966181756,-0.003993593312237203,0.021387198545898906,0.003986460419533999,0.031016436827354398,0.03709145566564226,0.06735240594836829,0.03959967094088904,0.013566459615241333,0.04138335200954187,0.038241083289057565,-0.0009469013156155615,0.0014732797171848166,0.0027269893302471595,4.6760620786351347e-05
1,1,1043,3986,1068,0.17532351326212645,0.30068055748988554,0.3538774951591506,0.011228076506854682,-0.0028808181633401876,0.0029447465755112812,-0.0007663102853422393,0.03136582915615493,0.014929210014153104,0.05020993984258724,0.04193808189187073,0.00813133085232599,-0.007639917674038837,-0.0011356968889722151,-0.005894360612553729,0.020140571911026483,0.008449829219937416,0.0454895800863599,0.025714590478564336,0.05871708431162563,0.03579509358944778,0.011213262075287639,0.03815925444370617,0.04910145492253033,0.0049253197706145444,0.0014554264773978865,-0.000396654000195118,0.0003780412915021514
1,2,1044,3986,1068,0.1674858557277323,0.29720038274610094,0.3424408093205877,-0.0026041400890066736,-0.008654408302349231,-0.007358716614081498,-0.008710629893890012,0.033747527420929395,0.01568815812567423,0.04399257082222147,0.03049399031397585,0.001793873107950783,-0.0030988973364132143,-0.003358613082451861,0.0043554469236753825,0.0143784878904268,0.002565116968500758,0.02417177055483698,0.015962263424444574,0.050531877795442104,0.02622179164771855,0.011436346681352955,0.02817706955582005,0.04177141657680864,0.0004801852787163441,-0.00022036794067559762,-0.0018025670773037627,-0.00040382631598646077
2,0,2042,4108,946,0.20658367956782359,0.5853196992511303,0.6297097756757377,0.0023063461150895194,-0.0027432645886135477,0.015499546789548482,0.01852951698245431,0.06568375109152565,0.035147092082340806,0.22873388021221414,0.04568370678964553,-0.004454354386719805,0.0027840299175342807,-0.0028829190700705664,-0.005108114721670487,0.011606714612550029,0.0012344518127126892,0.10707926012035404,0.04367655449394664,0.03333270209092761,0.06797474630128854,0.008631150203418425,0.04764091633447619,0.012961588633448318,0.00013808624318444317,0.0008385444941479636,0.00014032225621886109,-0.0006185726832675598
2,1,2043,4108,946,0.21256860079973905,0.5800480477606753,0.6213713581439828,0.007894499736945702,0.005274055912778952,9.858115280992896e-05,0.017374221052941913,0.047223824644852315,0.03465070334478796,0.23732225206964302,0.08613234647702497,-0.00534707308522051,-0.004842528575134342,0.005341495030479237,-0.007174803061271673,0.010354574424293661,-1.2231055098399501e-05,0.11022189813658848,0.04971344675156153,0.03409522423832957,0.0700049678714709,0.01098216962589026,0.04190102414367214,0.005133606656570566,-0.0006351399667299473,0.0012322948603315064,-0.0003343022883311675,-0.0008459176849660687
2,2,2044,4108,946,0.18837246596693014,0.5710910254738348,0.6127798394352255,-0.0015405630409669857,-0.00044989449856139285,-0.0016576144738314259,-0.006354488544049039,0.07375435940151195,0.031890156647471114,0.20030014790272793,0.04973427390014344,-0.011930306518422496,0.0064630127255601464,-0.007073153004247268,-0.003457727496156482,0.011996751987687626,0.0018326615078782971,0.1109759082881043,0.029381039909822583,0.02610549699620094,0.05054942071036759,0.018982888479410254,0.04763430515597015,0.014024366208199445,-0.005603741197542167,0.0011604080256253368,-0.0015262355327595235,-0.0038508354928394107
3,0,3042,4031,1023,0.2010302792486856,0.35639691072365354,0.4002153900642433,-0.004876718126975693,-0.008758634251636612,-0.007842784892645957,-0.0064191533359217595,0.027957439287231524,0.030732035953652242,0.07460462621387738,0.03162351798379216,-0.002977806735693761,-0.003024162438149525,-0.005663768094837601,-0.0005574332250141423,0.02555067620307163,0.006695263564301784,0.04735713795592124,0.010430806430551309,0.07020963709204871,0.025491862133419235,0.005084849883575143,0.02055925489505029,0.02252468733977806,-0.0003280236433374384,-0.0034244081931080416,0.0007329190325836398,-0.0006803234696694582
3,1,3043,4031,1023,0.20073765534060112,0.36000629186627403,0.40817139866366803,0.009659528964188821,0.010640118351959776,0.007049169799824229,-0.00391242041282433,0.03073963456816075,0.028842277708356862,0.09078349260452132,0.026240460918549775,0.0001891221612735805,0.004146453118534549,0.0017515590125830927,-0.002075240625041269,0.03380250497255604,0.013473095501931348,0.06568924543348262,0.015122876173490485,0.06764258326634226,0.03649535493042723,0.019657723659642662,0.03132629921261294,0.03905602872356913,0.003396732142604569,0.0028946083937840482,-1.5160449168821754e-05,-0.0008912846892439596
3,2,3044,4031,1023,0.20160839365128108,0.3516163617185959,0.402952845814576,0.0018441441160418931,0.007904584261136877,-0.015440591969238282,0.00612248816656556,0.030601556016403193,0.017171021406607184,0.07458135891527343,0.03340222191765681,0.0019251777754441147,-0.0028569164491344,-0.0027402998508036123,0.00041348478909352673,0.024563539578528866,0.01219346991506865,0.04146503996725876,0.027518876724476855,0.06991138745619148,0.04161331552212316,0.007345934376379476,0.02203721161134938,0.023130983477147905,-0.0014442572108305518,-5.989723201891839e-05,-0.005372835191583131,-0.0017566448398300739
4,0,4042,4075,979,0.17168972670233784,0.473471338322914,0.5166179861688931,0.0026838499867098157,0.0191424253090557,0.003663938420894244,0.00400953414220028,0.05802254914514815,0.049980424772815245,0.1742295332814467,0.022692833769813597,-0.0009488243448823764,0.006164989427311645,0.0002069205130344809,-0.001838406849051305,0.02419899897886136,0.016308797246074293,0.0818016625309223,0.05531776251773694,0.017304023601012592,0.07043571977972499,0.02152560925398911,0.03250905182229186,0.040898737018337725,0.0032061591221281493,0.0005313858383946713,0.0025337208761878395,0.00024315004121997497
4,1,4043,4075,979,0.1584839293577387,0.46474618168142506,0.5053553018815564,-0.0035278718375696765,-0.007868155302552377,-0.01821511761909078,0.004327429607526389,0.060489565070032024,0.05003275475720428,0.16663905056341854,0.021058462129769345,0.014214302292977399,0.0005550868624230043,-0.006330306049597273,0.00012112365070289232,0.021238102820084308,0.004313176751704562,0.08452602475802443,0.022814182641985904,0.016615079212426505,0.062182979339859924,0.021677018971828766,0.027533783899935632,0.023735787002907932,-0.00025977388777783663,0.0007665651286894226,-0.0022614584503210635,-0.0008986722341406183
4,2,4044,4075,979,0.15638382010092872,0.4722743384509303,0.5118414355228328,-0.004688228287070867,-0.00568222255912644,0.0011042777724792063,-0.0017004337216978277,0.07750722833399097,0.06351706144680014,0.14868173648546873,0.032977389934560786,0.002001289843347859,0.0026034543290510193,0.006052691823630973,-0.008387619996937701,0.0114559697643405,0.006078995003923626,0.08078422655618062,0.028465051835329058,0.013110339843748042,0.06453335375610662,0.01264080458522573,0.04139378503102892,0.028507077993629126,-0.00044808503100207675,-0.00024541732479954614,0.0004096304157248487,-0.0033208458161088305
5,0,5042,4024,1030,0.14453883964736886,0.3179850432967917,0.3902375429554834,0.0035193843718567875,0.01124425941329763,0.0029064903116669373,-0.00039513394301765316,-0.0016680918886044615,0.0019479137747595687,0.08343125063667314,0.00538710779884174,0.0015411467894745456,-0.0030575010386844014,-0.0029494330943594773,0.0006395148308645127,0.009002431482510714,0.010279888303582308,0.05291980780006171,0.0012418133202941994,0.0309657226109327,0.026371558208869654,0.00952640554569949,0.025756839484139815,0.013063303318703017,-0.0001521652033186105,2.3467646221148052e-05,-0.0007589748260830642,0.006063938171298749
5,1,5043,4024,1030,0.12061136027512007,0.30704197463156097,0.379625552986807,-0.0037858158144400784,-0.010449108262917835,-0.00234893993262405,-0.014873886783755133,0.010082373329323806,0.01005373427660683,0.0836942263114977,0.00698522257873802,-0.0013654103423393015,-7.192124968199987e-05,-0.0035556080218499876,-0.01215041339801432,0.0013248902919337224,0.0066226652682893124,0.0433554615137649,-0.016930091506587253,0.02400815539589544,0.037596931478366326,-0.0004931976435111285,0.02047156122339249,0.0055235304686293675,-0.0038869071829858272,-0.0045627076659530644,-0.001165102937050705,-0.002399789183579104
5,2,5044,4024,1030,0.15470534437457945,0.3110626653514572,0.38066355928848056,0.013647573594239812,0.0066935687863524385,0.014149208326356652,0.017374679886840345,0.021161167921123797,0.012951252814199005,0.07007429393521801,0.007623480811915678,-0.003304697869580159,-0.003371590589536344,-0.005967031647435517,-0.006690169813114666,0.0050988648706709605,0.012120755110057025,0.046348811144188436,-0.012456836541882427,0.026893186476259927,0.04271021098581355,0.0010719141606180093,0.03173010012108149,0.002972198051432401,0.0048283432724236745,-0.002017465769926513,-0.0019420151123986484,-0.004744943548042157
6,0,6042,4110,944,0.1993590071676723,0.3830345411023034,0.4444960510513655,-0.00957584301186674,0.008112519766391272,0.009726767512105616,0.004950601106967994,0.021532296041695265,0.020315373745828334,0.08810157917883302,0.0029975468242763757,-0.0064699057989793755,-0.0013274695478977749,-0.0011232539099366667,-0.005348615520067041,0.012666423169829428,0.0033955901268778845,0.06655175829256858,0.03139843879977451,0.03084546992594116,0.052341575821303984,0.01865889822689055,0.03527793128869637,0.026147685676797185,-0.001202910041898858,-0.00014816759787286693,-0.0003951438811148122,0.0023953565209755058
6,1,6043,4110,944,0.21506641050319059,0.4081682253967439,0.43453040371050855,0.0017550930265802956,0.011972385691937185,0.01734876072765671,-0.0001503379970907742,0.04623739184501168,0.03455022529530191,0.10143364435997748,0.01592548657491056,-0.0015743494945012703,-7.362972350965502e-05,0.0026418685389991204,0.00640349012708531,0.01114477827450216,0.007695498968245612,0.05934948754658468,0.01871337572830495,0.032423022370860366,0.05116220268872369,0.011738359443827511,0.03371358101078538,0.021779765200724686,-3.635603327316606e-05,0.0012883412960061514,0.0011628168174515285,0.0027675675286042587
6,2,6044,4110,944,0.17766142733366155,0.40315255265063693,0.4333005954146735,-0.0029136723260759583,0.0012990591800525087,-0.011616179846882693,-0.015500136995481728,0.031465602700781733,0.03208895066300602,0.10861467725050752,0.019487445931125592,0.003560668823358382,0.005036014617598822,0.0004045467890008925,0.001722514211382703,0.007990446313458983,0.006581414179366118,0.05972759445237075,0.015411335060111064,0.02936617604725856,0.035136097906433655,0.01609317175294183,0.03908865643606603,0.019524329878055875,0.0005516957643961707,0.0008795947375608293,4.7316688276355376e-05,-0.0014663647794565804
7,0,7042,4170,884,0.18820499766635135,0.5948205492576123,0.6354858144618643,0.0050700971052138,0.0069962094074093924,-0.012765814906676424,-0.0043951568709102665,0.1025021160014056,0.04079754198953987,0.1927375140552567,0.053861912538987713,0.012438717342361693,0.008065229150538122,0.002264181874311699,-0.011816634284268646,0.010197510433844936,0.009842510700763274,0.10836448594823542,0.03495639074433451,0.03896001820699894,0.05977787260553345,0.00685225125740373,0.02739460394850136,0.01343904443150814,0.0022792375733283743,0.001149392795202564,7.175779980912455e-05,0.0012841940068845981
7,1,7043,4170,884,0.2040891488946323,0.5869592362862149,0.6354384467213984,0.010209881588609901,-0.0009542819081978071,0.006853891240336374,0.009322663902116696,0.10588137293104423,0.04296409136597105,0.1983733819134378,0.04111766359674043,0.002253223084660827,-0.006057945764294736,-0.0005797946601890591,0.01651888518189848,0.013561421118209061,0.012255616488895915,0.10234450477462724,0.04915904318732465,0.03985899487059165,0.05750464502395865,0.008450971091517222,0.03227652267756922,0.021427637606426263,0.00062129291560028,0.00012823903685077465,0.00010675215012634354,0.0025399005424174394
7,2,7044,4170,884,0.17445917473059078,0.5807449407695573,0.6338672964617307,-0.007935149457260876,-0.02111951377685974,-0.020553640278775327,-0.0053241328359927426,0.09901502078690505,0.05039418182186981,0.19618624265255794,0.08349089662616191,-6.548279711782179e-05,0.005497655256310907,-0.0028586867436481535,-0.009233681614920585,0.025591562699015857,0.012426175710513543,0.08760117659613746,0.021811788748640936,0.05138014350489865,0.04909184240727623,0.007971174703518612,0.031249623932436042,0.023298167419660176,-0.001798171367392709,0.004144013679040026,-0.0007147658912460941,-0.0009638380132688806
8,0,8042,3931,1123,0.2036403717300564,0.46972369189076957,0.48965216423419355,-0.008172572739248582,0.01863917406211449,0.007037326510464109,-0.005910383131374921,0.0744721902577112,0.03509566874464708,0.14648125503575038,0.097205810903531,0.005314405456453003,-0.003225632921590582,0.003945266183573881,-0.00020108597411183093,0.05000418800819356,0.009163126532842902,0.07966988608194266,0.05058933859494378,0.04487563889700313,0.07461611716416357,0.027777298556113727,0.053952124538318325,0.03832498878202556,-0.0011773441979848864,-0.0005172600656301096,-0.0011226081003234967,-0.0021460130151634005
8,1,8043,3931,1123,0.17455269307257515,0.45961935746086646,0.5021006670266084,-0.012283075039610666,-0.008331787454186793,-0.01888280055040529,0.0011691658170131015,0.1001934413405297,0.032632256867503484,0.1401394720498997,0.07990145049697668,-0.000465470216704178,-0.005328295176812192,0.0009118108964062899,-0.0033903452789533885,0.044047850632966803,0.026873166140346412,0.08294236103718325,0.059453695272035235,0.04348399508814853,0.07141353448005834,0.03849771503770029,0.05834917212944206,0.06482159135940821,0.0003045297000369929,0.00048466004792249717,-0.004685678402416305,0.0005627481975927328
8,2,8044,3931,1123,0.17722248151471282,0.4539329081460805,0.5059594552151552,-0.007455063254890889,-0.014752337895615508,-0.004605919468767694,-0.003918135475807538,0.06067533883511156,0.029407294885939517,0.13269660423046456,0.07215295444199732,-0.0021324599823926036,-0.005386636158070129,0.00227703260189841,-0.005231290530494021,0.04975092823764362,0.029829379464011346,0.08495951023689649,0.0637717600945286,0.040614598160712514,0.06375502056813846,0.03219170036637237,0.0735327941005085,0.02835777386219075,0.00012266069041958483,0.0014018978354817246,0.002259051494771613,-0.0032040536109652074
9,0,9042,4047,1007,0.2641022626102517,0.6009339946228844,0.6279294499113486,-0.004002666419613765,-0.0017257225540898368,-0.009884870628440196,-0.0019319979689325529,0.07764252000351299,0.0237973162633592,0.15351401915193552,0.01279819316856633,-0.0036639520798613435,0.0025055018803324613,0.0005868423476318218,0.0035387591703879727,0.008919067283825998,0.00751664704184134,0.10791750559465482,0.04200967767017445,0.02956845495287691,0.03397696582348118,-0.000548225474004338,0.006355434614713451,0.0060601026662574385,0.0003647158124960526,0.004320275689422859,0.0025028903305092777,0.0015219234171891416
9,1,9043,4047,1007,0.28393711442413216,0.6030168672659221,0.6306465051165524,0.003354896289801362,0.0027951724539532707,0.00461727178538594,0.0014452731408728437,0.08175688846312368,0.017567088253474916,0.1446478563087919,0.0305357053193414,-0.002757857010956266,-0.0077925946000862,-0.0011547392116117994,-0.002811954077674961,0.008362001171971922,0.006504882640437848,0.1026941078831353,0.02624706042886974,0.03235959965011764,0.02656723848677587,-0.007026672445239435,0.015446742359619514,-0.004193476720675726,-0.0003940225409845288,-0.0010120326002563962,-0.004346713896046938,0.0012536161881458562
9,2,9044,4047,1007,0.2766913424386426,0.6039116943177392,0.6326228378840901,0.00944100453287382,0.0025491093110873,0.004206745019172159,-0.0012756739622867385,0.08755355361652536,0.024543637538625408,0.13654688633847148,0.023800313404396443,0.002951990181772779,-0.009156903505535718,0.004045707281847633,0.000848042921449188,0.004670569328569818,0.007156750570155135,0.10526642595984756,0.033793072813960635,0.026174330418272142,0.04235516899000772,-0.005703305508874578,0.01616996398867897,0.0011013886855479106,0.0011071324707775053,-0.0036872629607082263,0.00680313964687862,-0.00020268031104846428
10,0,10042,4016,1038,0.18115281201482197,0.49787532625895103,0.5532621267270739,-0.019708980154089843,0.0005814628181622705,0.006949519967262091,0.004549572198888715,0.07875593774074459,0.0384850178708564,0.16888350939809876,0.0832653658798109,-0.0028258110218441655,0.0013263210901457323,0.0050922718799457645,0.005349923925867711,0.0165697598194395,0.004912082011631447,0.09330806274695624,0.0018923067267450967,0.10314044177483006,0.04389078411280988,0.005486852685205279,0.022196838673357745,0.016287730005100122,-0.00270723764059404,0.003984986250041034,0.000553393380618028,-0.0011304956323959225
10,1,10043,4016,1038,0.19179193150630983,0.48118683817514585,0.5494934263989145,0.009089896829170807,-0.003611616270144341,-0.0003158150147082622,0.0022269017511682395,0.06579524618381188,0.038705743430136774,0.14441997008483157,0.07564215152541456,-0.0045579122463209835,-0.011224454536528811,-0.005567617393779906,0.00048197310724639174,0.022341341769429857,0.005887768376815506,0.09633367206517192,0.00875421139658462,0.10581583464400249,0.054866501333054464,0.0009686591671494548,0.025005051824723224,0.01795972698643509,-0.0016974757941455754,-0.0026862586090984574,0.0026046194345104466,0.0019997027172169446
10,2,10044,4016,1038,0.18084405057300917,0.4831514764087227,0.5603832991037361,0.003983911276876426,0.004016567643865881,-0.00024999081307837124,-0.007520347911268701,0.05249582804316451,0.03143581452523917,0.16488129890444808,0.07325606505524093,-0.0017602184029574196,-0.006329947291447036,-0.0024580715604246794,0.0023838478233947358,0.015339584116210291,0.008640506974113782,0.06693450615884763,0.014987741094218066,0.11246161880804188,0.034682424832464843,0.0005598350904898908,0.02946225689164882,0.011026644872479018,0.001947647453534529,-0.0002777088107941528,0.003230216246558004,-0.0027518973787611922
11,0,11042,4044,1010,0.2659796049005571,0.5976096305172972,0.6014082379233152,0.010397071458147496,0.010578848909545038,0.019721060580920872,0.001624323282352108,0.10940254216004489,0.05361047353143065,0.17453240326440883,0.09723093268937527,-0.004969423659216809,0.0024990903527146837,0.008640052804037224,-0.002428395251250326,0.04338787175164251,0.010101958490250019,0.1284052811216669,0.056106566634285204,0.04303894317306454,0.0677749577236853,0.00911792320279189,0.0632385774033682,0.06668691698767652,0.001655433191599609,0.0014466302704105316,0.0025219049173877185,-0.002017184916932935
11,1,11043,4044,1010,0.23435987655759555,0.6052689937151421,0.6002762393464373,0.010680306593434417,0.004244430579806074,0.004332932086441482,-0.011337878783898744,0.11009709662681114,0.046610958686429504,0.18486054066274676,0.10897012605530212,0.0016128822379656294,0.004302281660413254,0.0038213771384828623,-0.001359959798622612,0.030842225872183483,0.006254919997211661,0.0996111666802379,0.0672251494471716,0.04104301027336653,0.061031479256878386,0.018055730647377633,0.05598285234993555,0.07903699317771819,-0.0009535617031244282,-0.00015594421474529607,-0.00036331933799016447,-0.001792512649509126
11,2,11044,4044,1010,0.22351314119984916,0.5975020132678415,0.6016486847282219,-0.010826565349436035,-0.005576144368566993,-0.004619103674286201,-0.008721870667150683,0.11333361210837123,0.0562815571824799,0.19237235608423778,0.09670407000476657,0.0035935884325069,0.003506873591764381,0.005560111209857765,-0.003982507271164937,0.04044582060613704,0.010031354474781961,0.11795198051340519,0.06176693012007391,0.04212081670950587,0.07968490054916186,0.024255118773619556,0.05429296765933002,0.0742357294426919,0.0004639056488658255,-0.0007880903186839206,0.0024058511349752563,0.0025016890270808225
12,0,12042,3843,1211,0.15232783609665523,0.3768645955474705,0.44885538802547287,0.013641836330921291,0.009402105344450925,-0.0005297402100801985,0.0020659554976965614,0.04479243199391858,0.02190493995430843,0.11601742386824239,0.037087729487621776,0.004648706007830211,-0.014198968069737217,0.004632355311054709,-0.00984296745053026,0.02272564940745577,0.014478855567676563,0.07101523949809674,0.018472608360185543,0.01916558712968806,0.054066934628348065,0.01883262007477856,0.034056450717804373,0.01653734379440633,-0.001457973047071437,-0.0005097590130035079,-0.0017413091671612424,-0.0014631408378728505
12,1,12043,3843,1211,0.1568129039795527,0.3904580359460625,0.44406261957644066,-0.00686743918503715,0.004736752895163449,-0.004217101381274788,0.0001927568730110879,0.05217590404355814,0.023295012257099006,0.12163787567781045,0.01751936398325287,-0.006418948208736952,-0.00867429765000779,-0.0020578053212263804,0.012346039889072302,0.010328457230404004,0.006009391203386278,0.07753895748408643,0.0012317596844080181,0.014075613586593478,0.03656947374138873,0.004451041768734415,0.023334753720849456,0.019394000267157152,-0.003001466441152939,0.00019746545685494498,-0.0014260190184880283,0.0012516486350463596
12,2,12044,3843,1211,0.1405680291221218,0.3664636769920561,0.46066995036160213,-0.006702348093315077,-0.0016859338034020065,-0.006096225110201125,-0.0019335992575834932,0.03828832590710841,0.01880200316176674,0.10477803908499839,0.025517561969435366,-0.004645555904463949,-0.00602198175184912,-0.0005123576111005834,-0.013909148101569574,0.02515919132174633,0.01577233852442112,0.08735809101884795,0.021294238706484742,0.022303018490862074,0.037786446141352195,0.014558081921159654,0.030728545725474128,0.013980018320124115,-0.00021208581050514153,-0.0004473698288151917,-0.0003197254583385101,-0.00247730361190755
13,0,13042,4032,1022,0.19335791009999065,0.4312939652626813,0.46703187410832747,0.007406384518645262,0.027754774549388638,0.007840049631693111,-0.003487481193729178,0.053138762991069434,0.03834574773504663,0.12827213492796768,0.019120492064754645,-0.007864418097741816,0.008711653370215112,0.003869165601053615,0.0006736852648414615,0.01587468114254468,0.022085077333492114,0.07197597766574482,0.027018618949092226,0.03427168060234911,0.05069943989783719,0.012975531766294091,0.042527332383302974,0.01512335284571053,-0.0005080946241576845,0.004071859476701361,0.001137410188665039,-0.0010783154965576136
13,1,13043,4032,1022,0.15451798068076028,0.40578129740078867,0.464038304658289,-0.01976961491541384,0.0009805322228554902,0.001444554521218533,0.0044814722034146465,0.0387226940246438,0.03753592757031322,0.12803909232589947,0.004426992690310355,-0.001170517535947152,0.01653278059805783,-0.003568859841367333,-0.0011924886928974033,0.01625311050913884,0.017015985337632617,0.06416408923895357,0.013435654482795744,0.02105686509708582,0.046286648350471644,0.005209686513624867,0.03939293029820777,0.04133592290821684,-0.0019673810591970763,0.0006994452801378892,-0.007021115687169866,0.002838606869846988
13,2,13044,4032,1022,0.161323760622334,0.43154053390211244,0.46697938714757864,-0.009776194833716372,0.020326325723011372,-0.003398611241177127,0.00017879615416477868,0.05105527046733467,0.0442588749413048,0.1301728649815529,0.021652261497256086,0.0034330558882991356,0.018130103966293228,0.0005032036930423756,0.0052427489694973186,0.016860264222025197,0.015459781446063326,0.06750088874242557,0.01788758057221599,0.03394845073642235,0.04501189836303206,0.005546312138458914,0.051137445475885834,0.014064280354880426,-0.003910157562045896,0.0061888132406718085,-0.0005174078999261367,-0.0020589567840024027
14,0,14042,4168,886,0.15472658384656923,0.4065912333514806,0.4609183746748621,0.0026638958728096686,-0.007424062260151493,-0.0162784214608074,0.004622338468258094,0.056497110897309376,0.035865787175800495,0.11582765558291681,0.0076902259893097515,0.00850471974417788,-0.001169351469756591,0.0003752297319130904,0.0040068110014595485,0.01586283791091318,0.0026260976255832067,0.07229090595301199,0.02332830215854287,0.034463919694756644,0.05202800331702463,0.01007071790063177,0.03568404136961005,0.02762842812575052,0.0012847928126147657,-0.001573229161404427,0.005088467627633419,6.095226580689617e-05
14,1,14043,4168,886,0.1536825685458531,0.4035778036624124,0.46051902080205936,0.006972492310537859,0.0020697755606597034,0.006164797882644008,0.0017496988849741769,0.04430791770883098,0.035381080901326946,0.13822760867282252,0.03336921432728256,0.004533262394815463,-0.0054107939667605185,0.00021739862520833708,-0.004178299472040925,0.009433883983021234,-0.0013958408647881282,0.0683584590073664,0.008948720494413216,0.04338792596827884,0.05678271568496783,0.006926469552192227,0.026520721483263038,0.002895640588796461,-0.0006366335166396231,-0.0023101153705755995,0.001370168887213613,0.002542008831376341
14,2,14044,4168,886,0.16037801414751485,0.40396624267147835,0.45257227933012306,0.012801952937173192,-0.003578252404901816,-0.0021538234575428335,-0.0033595524581039203,0.04303676382110742,0.03196407985877092,0.12298249252959889,0.01814970891632577,-0.007487222509577613,-0.0005865702245348825,0.005322288068647185,-0.012313321613338684,0.004192530185319293,0.00476513889673672,0.07273497272956675,-0.002210269039354401,0.03662120092611625,0.052145398351012465,0.002758702541468977,0.02570005828609685,0.006021812645394564,0.0004826915285116862,0.00016856021714074522,0.00077766675166136,0.00047869451105963525
15,0,15042,4019,1035,0.17330040608284797,0.40959441732620927,0.46569323391649786,0.002285677122259894,-0.0019489441303759153,0.011978480480763267,-0.005151007702408861,0.054715664931510366,0.04990618101020067,0.11926278748774428,0.046940744715543846,0.0016167408613861566,0.005148265530793755,0.002543655620676305,-0.004561021051860148,0.021447977073929158,0.004832176950128364,0.08328101900510865,0.028035762241183565,0.03794295012976227,0.06871402712772759,0.023721581344149888,0.030126079798199385,0.008881947695891373,0.000950906714654387,0.004156748178915326,0.0030578785723757384,0.002726300457213865
15,1,15043,4019,1035,0.16606078123570361,0.4067599341840095,0.4572354110147457,-0.00683438613302291,-0.009509996430248104,-0.002699487226612027,-0.004018665233577209,0.04517112876392512,0.0429059187283989,0.12611492580816588,0.03347361778770953,-0.0021906509486139926,0.0009598154832548056,0.005542650613871697,0.010362988281974267,0.016271304335179676,0.000419140522101169,0.060395650465124094,0.0187220562116864,0.031434665383582604,0.05124457200985495,0.017888940320165435,0.024243237756627095,0.006584198259876678,-0.0027630151537634483,0.0013252413742128877,0.0010653828085878836,0.0026014036647547534
15,2,15044,4019,1035,0.16096027884946693,0.41323132082792474,0.46970464034274667,-0.005085897589224247,0.005026181635977433,-0.0024596128200819077,0.00303481780497,0.054387360552692346,0.04589095680055413,0.14669628077487185,0.06892005119729105,0.0012394779606889172,0.000542670608936946,0.00241426807102717,0.005926744007085788,0.01973245152202315,0.007831769133220473,0.07515579249784292,0.01886978874215305,0.038923397002197706,0.06074611658392306,0.025958136693669098,0.04243751472383734,0.008914051278065055,0.0009459531482989725,-0.0019130107759656513,0.0010847023013526192,0.0003959118055352262
